DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter351,Chloramphenicol,DDInter1379,Palbociclib,Moderate
DDInter351,Chloramphenicol,DDInter1387,Panobinostat,Moderate
DDInter351,Chloramphenicol,DDInter1400,Pazopanib,Moderate
DDInter1407,Peginterferon alfa-2a,DDInter351,Chloramphenicol,Moderate
DDInter1408,Peginterferon alfa-2b,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1414,Pemetrexed,Moderate
DDInter351,Chloramphenicol,DDInter1415,Pemigatinib,Major
DDInter351,Chloramphenicol,DDInter189,Benzylpenicillin,Moderate
DDInter351,Chloramphenicol,DDInter190,Benzylpenicillin (potassium),Moderate
DDInter351,Chloramphenicol,DDInter191,Benzylpenicillin (sodium),Moderate
DDInter1423,Pentobarbital,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1425,Pentostatin,Moderate
DDInter351,Chloramphenicol,DDInter1435,Pexidartinib,Major
DDInter1460,Phenytoin,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1467,Pimavanserin,Moderate
DDInter1469,Pimecrolimus (topical),DDInter351,Chloramphenicol,Minor
DDInter351,Chloramphenicol,DDInter1470,Pimozide,Major
DDInter1474,Piperacillin,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1477,Pirfenidone,Moderate
DDInter351,Chloramphenicol,DDInter1479,Pitavastatin,Moderate
DDInter351,Chloramphenicol,DDInter1484,Plicamycin,Moderate
DDInter351,Chloramphenicol,DDInter1485,Polatuzumab vedotin,Moderate
DDInter351,Chloramphenicol,DDInter1491,Pomalidomide,Moderate
DDInter351,Chloramphenicol,DDInter1492,Ponatinib,Moderate
DDInter351,Chloramphenicol,DDInter1502,Pralatrexate,Moderate
DDInter351,Chloramphenicol,DDInter1504,Pralsetinib,Moderate
DDInter1509,Pravastatin,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1521,Primidone,Moderate
DDInter351,Chloramphenicol,DDInter1526,Procarbazine,Moderate
DDInter351,Chloramphenicol,DDInter1534,Propafenone,Moderate
DDInter351,Chloramphenicol,DDInter1553,Quetiapine,Moderate
DDInter351,Chloramphenicol,DDInter1561,Radium Ra 223 dichloride,Moderate
DDInter351,Chloramphenicol,DDInter1581,Repaglinide,Moderate
DDInter351,Chloramphenicol,DDInter1584,Retapamulin (topical),Minor
DDInter351,Chloramphenicol,DDInter1588,Ribociclib,Moderate
DDInter351,Chloramphenicol,DDInter1590,Rifampicin,Moderate
DDInter351,Chloramphenicol,DDInter1595,Rilpivirine,Moderate
DDInter351,Chloramphenicol,DDInter1598,Rimegepant,Moderate
DDInter351,Chloramphenicol,DDInter1601,Ripretinib,Moderate
DDInter1608,Rituximab,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1609,Rivaroxaban,Moderate
DDInter351,Chloramphenicol,DDInter1616,Romidepsin,Moderate
DDInter1620,Ropivacaine,DDInter351,Chloramphenicol,Minor
DDInter351,Chloramphenicol,DDInter1622,Rosuvastatin,Moderate
DDInter351,Chloramphenicol,DDInter1626,Rucaparib,Moderate
DDInter351,Chloramphenicol,DDInter1628,Ruxolitinib,Minor
DDInter351,Chloramphenicol,DDInter1643,Sarilumab,Moderate
DDInter351,Chloramphenicol,DDInter1644,Satralizumab,Moderate
DDInter351,Chloramphenicol,DDInter1646,Saxagliptin,Moderate
DDInter351,Chloramphenicol,DDInter1649,Secnidazole,Moderate
DDInter1650,Secobarbital,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1657,Selinexor,Moderate
DDInter351,Chloramphenicol,DDInter1658,Selpercatinib,Major
DDInter351,Chloramphenicol,DDInter1659,Selumetinib,Major
DDInter1666,Sildenafil,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1667,Silodosin,Moderate
DDInter351,Chloramphenicol,DDInter1675,Simvastatin,Moderate
DDInter351,Chloramphenicol,DDInter1676,Siponimod,Major
DDInter351,Chloramphenicol,DDInter1678,Sirolimus,Moderate
DDInter351,Chloramphenicol,DDInter1687,Sodium ferric gluconate complex,Moderate
DDInter351,Chloramphenicol,DDInter1692,"Sodium phosphate, monobasic (p32)",Moderate
DDInter351,Chloramphenicol,DDInter1696,Solifenacin,Moderate
DDInter351,Chloramphenicol,DDInter1701,Sonidegib,Moderate
DDInter351,Chloramphenicol,DDInter1710,Stavudine,Moderate
DDInter351,Chloramphenicol,DDInter1711,Stiripentol,Moderate
DDInter1714,Streptozocin,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1715,Strontium chloride Sr-89,Moderate
DDInter351,Chloramphenicol,DDInter1733,Suvorexant,Moderate
DDInter351,Chloramphenicol,DDInter1735,Tacrolimus,Moderate
DDInter351,Chloramphenicol,DDInter1738,Tafasitamab,Moderate
DDInter351,Chloramphenicol,DDInter1742,Talazoparib,Moderate
DDInter351,Chloramphenicol,DDInter1750,Tazemetostat,Major
DDInter351,Chloramphenicol,DDInter1757,Telbivudine,Moderate
DDInter351,Chloramphenicol,DDInter1762,Temozolomide,Moderate
DDInter351,Chloramphenicol,DDInter1763,Temsirolimus,Moderate
DDInter1765,Teniposide,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1771,Teriflunomide,Moderate
DDInter351,Chloramphenicol,DDInter1789,Thalidomide,Moderate
DDInter1814,Tioguanine,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1797,Thiotepa,Moderate
DDInter351,Chloramphenicol,DDInter1803,Ticarcillin,Moderate
DDInter351,Chloramphenicol,DDInter1811,Tinidazole,Moderate
DDInter351,Chloramphenicol,DDInter1819,Tisagenlecleucel,Moderate
DDInter351,Chloramphenicol,DDInter1824,Tocilizumab,Moderate
DDInter351,Chloramphenicol,DDInter1826,Tolazamide,Moderate
DDInter351,Chloramphenicol,DDInter1828,Tolbutamide,Moderate
DDInter351,Chloramphenicol,DDInter1832,Tolterodine,Moderate
DDInter351,Chloramphenicol,DDInter1835,Topotecan,Moderate
DDInter1838,Tositumomab,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1840,Trabectedin,Moderate
DDInter1846,Trastuzumab,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1875,Trimetrexate,Moderate
DDInter351,Chloramphenicol,DDInter1894,Typhoid vaccine (live),Major
DDInter351,Chloramphenicol,DDInter1896,Ubrogepant,Moderate
DDInter351,Chloramphenicol,DDInter1901,Upadacitinib,Moderate
DDInter351,Chloramphenicol,DDInter1902,Uracil mustard,Moderate
DDInter351,Chloramphenicol,DDInter1907,Ustekinumab,Moderate
DDInter351,Chloramphenicol,DDInter1912,Valganciclovir,Moderate
DDInter351,Chloramphenicol,DDInter1918,Vardenafil,Moderate
DDInter351,Chloramphenicol,DDInter1926,Venetoclax,Moderate
DDInter1927,Venlafaxine,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1936,Vinblastine,Moderate
DDInter351,Chloramphenicol,DDInter1937,Vincristine,Moderate
DDInter351,Chloramphenicol,DDInter1938,Vincristine (liposome),Moderate
DDInter1939,Vinorelbine,DDInter351,Chloramphenicol,Moderate
DDInter351,Chloramphenicol,DDInter1949,Voxelotor,Moderate
DDInter351,Chloramphenicol,DDInter1951,Warfarin,Moderate
DDInter351,Chloramphenicol,DDInter1955,Zafirlukast,Moderate
DDInter351,Chloramphenicol,DDInter1956,Zalcitabine,Moderate
DDInter351,Chloramphenicol,DDInter1959,Zanubrutinib,Moderate
DDInter1967,Ziprasidone,DDInter351,Chloramphenicol,Minor
DDInter351,Chloramphenicol,DDInter33,Aflibercept,Moderate
DDInter351,Chloramphenicol,DDInter1971,Zonisamide,Moderate
DDInter179,Bendroflumethiazide,DDInter355,Chlordiazepoxide,Moderate
DDInter355,Chlordiazepoxide,DDInter188,Benzthiazide,Moderate
DDInter355,Chlordiazepoxide,DDInter360,Chlorothiazide,Moderate
DDInter365,Chlorthalidone,DDInter355,Chlordiazepoxide,Moderate
DDInter355,Chlordiazepoxide,DDInter535,Diazoxide,Moderate
DDInter355,Chlordiazepoxide,DDInter540,Diclofenamide,Moderate
DDInter355,Chlordiazepoxide,DDInter738,Flavoxate,Moderate
DDInter355,Chlordiazepoxide,DDInter741,Flibanserin,Moderate
DDInter355,Chlordiazepoxide,DDInter889,Hydroflumethiazide,Moderate
DDInter355,Chlordiazepoxide,DDInter916,Indapamide,Moderate
DDInter355,Chlordiazepoxide,DDInter1118,Magnesium hydroxide,Minor
DDInter355,Chlordiazepoxide,DDInter1167,Methazolamide,Moderate
DDInter355,Chlordiazepoxide,DDInter1199,Metolazone,Moderate
DDInter355,Chlordiazepoxide,DDInter1490,Polythiazide,Moderate
DDInter355,Chlordiazepoxide,DDInter1522,Probenecid,Minor
DDInter355,Chlordiazepoxide,DDInter1667,Silodosin,Moderate
DDInter355,Chlordiazepoxide,DDInter1745,Tamsulosin,Moderate
DDInter355,Chlordiazepoxide,DDInter1767,Terazosin,Moderate
DDInter1836,Torasemide,DDInter355,Chlordiazepoxide,Moderate
DDInter355,Chlordiazepoxide,DDInter1861,Trichlormethiazide,Moderate
DDInter355,Chlordiazepoxide,DDInter1971,Zonisamide,Moderate
DDInter480,Darifenacin,DDInter397,Clidinium,Moderate
DDInter397,Clidinium,DDInter731,Fesoterodine,Moderate
DDInter397,Clidinium,DDInter738,Flavoxate,Moderate
DDInter397,Clidinium,DDInter1008,Ketoconazole,Moderate
DDInter397,Clidinium,DDInter1365,Oxybutynin,Moderate
DDInter397,Clidinium,DDInter1696,Solifenacin,Moderate
DDInter397,Clidinium,DDInter1832,Tolterodine,Moderate
DDInter1886,Trospium,DDInter397,Clidinium,Moderate
DDInter397,Clidinium,DDInter1971,Zonisamide,Major
DDInter1721,Sulfadiazine,DDInter358,Chloroprocaine,Moderate
DDInter358,Chloroprocaine,DDInter1722,Sulfadoxine,Moderate
DDInter1724,Sulfamethoxazole,DDInter358,Chloroprocaine,Moderate
DDInter1725,Sulfasalazine,DDInter358,Chloroprocaine,Moderate
DDInter480,Darifenacin,DDInter359,Chloroquine,Moderate
DDInter359,Chloroquine,DDInter482,Darunavir,Moderate
DDInter359,Chloroquine,DDInter731,Fesoterodine,Moderate
DDInter359,Chloroquine,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter359,Chloroquine,DDInter1008,Ketoconazole,Major
DDInter359,Chloroquine,DDInter1118,Magnesium hydroxide,Moderate
DDInter359,Chloroquine,DDInter1215,Mifepristone,Major
DDInter1375,Oxytocin,DDInter359,Chloroquine,Major
DDInter359,Chloroquine,DDInter1389,Papaverine,Major
DDInter359,Chloroquine,DDInter1606,Ritodrine,Moderate
DDInter359,Chloroquine,DDInter1622,Rosuvastatin,Moderate
DDInter359,Chloroquine,DDInter1696,Solifenacin,Major
DDInter359,Chloroquine,DDInter1724,Sulfamethoxazole,Minor
DDInter359,Chloroquine,DDInter1811,Tinidazole,Moderate
DDInter359,Chloroquine,DDInter1832,Tolterodine,Minor
DDInter359,Chloroquine,DDInter1918,Vardenafil,Major
DDInter359,Chloroquine,DDInter1925,Vemurafenib,Major
DDInter359,Chloroquine,DDInter1971,Zonisamide,Moderate
DDInter16,Acetohexamide,DDInter360,Chlorothiazide,Moderate
DDInter72,Aminolevulinic acid,DDInter360,Chlorothiazide,Major
DDInter82,Amoxapine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter98,Anisindione,Minor
DDInter360,Chlorothiazide,DDInter135,Atracurium,Moderate
DDInter360,Chlorothiazide,DDInter175,Belladonna,Minor
DDInter360,Chlorothiazide,DDInter241,Bromfenac,Moderate
DDInter360,Chlorothiazide,DDInter271,Calcium carbonate,Moderate
DDInter360,Chlorothiazide,DDInter272,Calcium chloride,Moderate
DDInter360,Chlorothiazide,DDInter273,Calcium citrate,Moderate
DDInter360,Chlorothiazide,DDInter274,Calcium glubionate anhydrous,Moderate
DDInter275,Calcium glucoheptonate,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter276,Calcium gluconate,Moderate
DDInter360,Chlorothiazide,DDInter277,Calcium glycerophosphate,Moderate
DDInter360,Chlorothiazide,DDInter278,Calcium lactate,Moderate
DDInter303,Carteolol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter787,Frangula purshiana bark,Moderate
DDInter360,Chlorothiazide,DDInter307,Castor oil,Moderate
DDInter360,Chlorothiazide,DDInter349,Chloral hydrate,Moderate
DDInter363,Chlorpromazine,DDInter360,Chlorothiazide,Moderate
DDInter364,Chlorpropamide,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter368,Cholestyramine,Moderate
DDInter385,Cisapride,DDInter360,Chlorothiazide,Major
DDInter386,Cisatracurium,DDInter360,Chlorothiazide,Moderate
DDInter388,Citalopram,DDInter360,Chlorothiazide,Moderate
DDInter397,Clidinium,DDInter360,Chlorothiazide,Minor
DDInter401,Clobazam,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter410,Clomipramine,Moderate
DDInter360,Chlorothiazide,DDInter411,Clonazepam,Moderate
DDInter414,Clorazepic acid,DDInter360,Chlorothiazide,Moderate
DDInter419,Clozapine,DDInter360,Chlorothiazide,Moderate
DDInter433,Colestipol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter445,Corticotropin,Moderate
DDInter360,Chlorothiazide,DDInter1782,Tetracosactide,Moderate
DDInter456,Cyclophosphamide,DDInter360,Chlorothiazide,Moderate
DDInter458,Cyclosporine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter474,Dapagliflozin,Moderate
DDInter480,Darifenacin,DDInter360,Chlorothiazide,Minor
DDInter360,Chlorothiazide,DDInter492,Deflazacort,Moderate
DDInter498,Demeclocycline,DDInter360,Chlorothiazide,Minor
DDInter360,Chlorothiazide,DDInter502,Deserpidine,Moderate
DDInter360,Chlorothiazide,DDInter511,Desvenlafaxine,Moderate
DDInter360,Chlorothiazide,DDInter519,Dexlansoprazole,Moderate
DDInter520,Dexmedetomidine,DDInter360,Chlorothiazide,Moderate
DDInter533,Diatrizoate,DDInter360,Chlorothiazide,Moderate
DDInter534,Diazepam,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter535,Diazoxide,Moderate
DDInter542,Dicoumarol,DDInter360,Chlorothiazide,Minor
DDInter543,Dicyclomine,DDInter360,Chlorothiazide,Minor
DDInter551,Diflunisal,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter558,Dihydrotachysterol,Moderate
DDInter360,Chlorothiazide,DDInter562,Dimenhydrinate,Moderate
DDInter575,Disopyramide,DDInter360,Chlorothiazide,Moderate
DDInter580,Dofetilide,DDInter360,Chlorothiazide,Major
DDInter581,Dolasetron,DDInter360,Chlorothiazide,Major
DDInter360,Chlorothiazide,DDInter590,Doxacurium,Moderate
DDInter592,Doxazosin,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter593,Doxepin,Moderate
DDInter360,Chlorothiazide,DDInter594,Doxepin (topical),Moderate
DDInter360,Chlorothiazide,DDInter595,Doxercalciferol,Moderate
DDInter601,Dronabinol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter602,Dronedarone,Major
DDInter603,Droperidol,DDInter360,Chlorothiazide,Major
DDInter360,Chlorothiazide,DDInter607,Dulaglutide,Moderate
DDInter608,Duloxetine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter636,Empagliflozin,Moderate
DDInter638,Enalapril,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter657,Epoprostenol,Moderate
DDInter662,Ergocalciferol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter669,Ertugliflozin,Moderate
DDInter360,Chlorothiazide,DDInter672,Escitalopram,Moderate
DDInter360,Chlorothiazide,DDInter674,Eslicarbazepine,Moderate
DDInter675,Esmolol,DDInter360,Chlorothiazide,Moderate
DDInter676,Esomeprazole,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter686,Etacrynic acid,Moderate
DDInter699,Etodolac,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter706,Exenatide,Moderate
DDInter720,Fenoldopam,DDInter360,Chlorothiazide,Moderate
DDInter721,Fenoprofen,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter738,Flavoxate,Minor
DDInter747,Fludrocortisone,DDInter360,Chlorothiazide,Moderate
DDInter757,Fluorouracil,DDInter360,Chlorothiazide,Moderate
DDInter758,Fluoxetine,DDInter360,Chlorothiazide,Moderate
DDInter760,Fluphenazine,DDInter360,Chlorothiazide,Moderate
DDInter762,Flurazepam,DDInter360,Chlorothiazide,Moderate
DDInter763,Flurbiprofen,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter808,Garlic,Minor
DDInter360,Chlorothiazide,DDInter819,Ginkgo biloba,Moderate
DDInter825,Glimepiride,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter826,Glipizide,Moderate
DDInter360,Chlorothiazide,DDInter831,Glyburide,Moderate
DDInter360,Chlorothiazide,DDInter832,Glycerin,Moderate
DDInter360,Chlorothiazide,DDInter834,Glycopyrronium,Minor
DDInter844,Guanabenz,DDInter360,Chlorothiazide,Moderate
DDInter845,Guanadrel,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter846,Guanethidine,Moderate
DDInter360,Chlorothiazide,DDInter847,Guanfacine,Moderate
DDInter853,Haloperidol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter532,Diamorphine,Moderate
DDInter890,Hydromorphone,DDInter360,Chlorothiazide,Moderate
DDInter895,Hydroxyzine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter907,Iloperidone,Moderate
DDInter360,Chlorothiazide,DDInter908,Iloprost,Moderate
DDInter912,Imipramine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter915,Indacaterol,Moderate
DDInter921,Indomethacin,DDInter360,Chlorothiazide,Moderate
DDInter934,Insulin human,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter929,Insulin aspart (aspart),Moderate
DDInter360,Chlorothiazide,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter360,Chlorothiazide,DDInter930,Insulin degludec,Moderate
DDInter360,Chlorothiazide,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter360,Chlorothiazide,Moderate
DDInter936,Insulin human (isophane),DDInter360,Chlorothiazide,Moderate
DDInter940,Insulin lispro,DDInter360,Chlorothiazide,Moderate
DDInter941,Insulin lispro (protamine),DDInter360,Chlorothiazide,Moderate
DDInter937,Insulin human (regular),DDInter360,Chlorothiazide,Moderate
DDInter939,Insulin human (zinc),DDInter360,Chlorothiazide,Moderate
DDInter938,Insulin human (zinc extended),DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter957,Iodipamide,Moderate
DDInter360,Chlorothiazide,DDInter958,Iodixanol,Moderate
DDInter360,Chlorothiazide,DDInter960,Iohexol,Moderate
DDInter360,Chlorothiazide,DDInter961,Iopamidol,Moderate
DDInter360,Chlorothiazide,DDInter964,Iopromide,Moderate
DDInter360,Chlorothiazide,DDInter965,Iothalamic acid,Moderate
DDInter360,Chlorothiazide,DDInter966,Ioversol,Moderate
DDInter360,Chlorothiazide,DDInter967,Ioxilan,Moderate
DDInter973,Irinotecan,DDInter360,Chlorothiazide,Moderate
DDInter974,Irinotecan (liposomal),DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter981,Isocarboxazid,Moderate
DDInter982,Isoetharine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1009,Ketoprofen,Moderate
DDInter1013,Labetalol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1016,Lactitol,Moderate
DDInter1018,Lactulose,DDInter360,Chlorothiazide,Moderate
DDInter1022,Lansoprazole,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1063,Levosalbutamol,Moderate
DDInter360,Chlorothiazide,DDInter1045,Levamlodipine,Minor
DDInter360,Chlorothiazide,DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter360,Chlorothiazide,DDInter1050,Levobunolol (ophthalmic),Moderate
DDInter360,Chlorothiazide,DDInter1043,Levacetylmethadol,Major
DDInter360,Chlorothiazide,DDInter1059,Levomilnacipran,Moderate
DDInter360,Chlorothiazide,DDInter1065,Licorice,Moderate
DDInter360,Chlorothiazide,DDInter1070,Linagliptin,Moderate
DDInter1073,Linezolid,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1077,Liraglutide,Moderate
DDInter1079,Lisinopril,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1081,Lithium carbonate,Major
DDInter360,Chlorothiazide,DDInter1082,Lixisenatide,Moderate
DDInter360,Chlorothiazide,DDInter1083,Lofexidine,Moderate
DDInter1092,Lorazepam,DDInter360,Chlorothiazide,Moderate
DDInter1099,Loxapine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1102,Lumateperone,Moderate
DDInter360,Chlorothiazide,DDInter1104,Lurasidone,Moderate
DDInter360,Chlorothiazide,DDInter1115,Magnesium citrate,Moderate
DDInter360,Chlorothiazide,DDInter1118,Magnesium hydroxide,Moderate
DDInter360,Chlorothiazide,DDInter1124,Maprotiline,Moderate
DDInter360,Chlorothiazide,DDInter1125,Maraviroc,Moderate
DDInter360,Chlorothiazide,DDInter1135,Meclofenamic acid,Moderate
DDInter1139,Mefenamic acid,DDInter360,Chlorothiazide,Moderate
DDInter1143,Meloxicam,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1149,Mepenzolate,Minor
DDInter1154,Meprobamate,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1159,Mesoridazine,Moderate
DDInter1346,Orciprenaline,DDInter360,Chlorothiazide,Moderate
DDInter1166,Methadone,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1168,Methdilazine,Moderate
DDInter360,Chlorothiazide,DDInter1169,Methenamine,Moderate
DDInter1172,Methocarbamol,DDInter360,Chlorothiazide,Moderate
DDInter1174,Methotrexate,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1175,Methotrimeprazine,Moderate
DDInter1177,Methoxsalen,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1180,Methscopolamine,Minor
DDInter360,Chlorothiazide,DDInter1182,Methyl aminolevulinate (topical),Moderate
DDInter360,Chlorothiazide,DDInter1191,Methylprednisolone,Moderate
DDInter360,Chlorothiazide,DDInter1196,Metipranolol (ophthalmic),Moderate
DDInter360,Chlorothiazide,DDInter1198,Metocurine,Moderate
DDInter1200,Metoprolol,DDInter360,Chlorothiazide,Moderate
DDInter1212,Midazolam,DDInter360,Chlorothiazide,Moderate
DDInter1217,Miglitol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1220,Milnacipran,Moderate
DDInter360,Chlorothiazide,DDInter1223,Mineral oil,Moderate
DDInter360,Chlorothiazide,DDInter1224,Minocycline,Minor
DDInter1230,Mirtazapine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1235,Mivacurium,Moderate
DDInter1237,Moexipril,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1239,Molindone,Moderate
DDInter1253,Nabilone,DDInter360,Chlorothiazide,Moderate
DDInter1254,Nabumetone,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1255,Nadolol,Moderate
DDInter1257,Nalbuphine,DDInter360,Chlorothiazide,Moderate
DDInter1266,Naproxen,DDInter360,Chlorothiazide,Moderate
DDInter1269,Nateglinide,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1271,Nebivolol,Moderate
DDInter360,Chlorothiazide,DDInter1274,Nefazodone,Moderate
DDInter1326,Olanzapine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1329,Oliceridine,Moderate
DDInter360,Chlorothiazide,DDInter1331,Olodaterol,Moderate
DDInter1333,Olopatadine (nasal),DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1358,Oxaprozin,Moderate
DDInter1359,Oxazepam,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1365,Oxybutynin,Minor
DDInter1374,Oxytetracycline,DDInter360,Chlorothiazide,Minor
DDInter360,Chlorothiazide,DDInter1376,Ozanimod,Moderate
DDInter360,Chlorothiazide,DDInter1381,Paliperidone,Moderate
DDInter360,Chlorothiazide,DDInter1385,Pancuronium,Moderate
DDInter1388,Pantoprazole,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1391,Paraldehyde,Moderate
DDInter360,Chlorothiazide,DDInter1394,Paricalcitol,Moderate
DDInter1397,Paroxetine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1417,Penbutolol,Moderate
DDInter1421,Pentazocine,DDInter360,Chlorothiazide,Moderate
DDInter1426,Pentoxifylline,DDInter360,Chlorothiazide,Moderate
DDInter1431,Perindopril,DDInter360,Chlorothiazide,Moderate
DDInter1432,Perphenazine,DDInter360,Chlorothiazide,Moderate
DDInter1440,Phenelzine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1443,Phenolphthalein,Moderate
DDInter1451,Phenylbutazone,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1471,Pindolol,Moderate
DDInter360,Chlorothiazide,DDInter1473,Pipecuronium,Moderate
DDInter360,Chlorothiazide,DDInter1476,Pirbuterol,Moderate
DDInter1478,Piroxicam,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter360,Chlorothiazide,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1493,Porfimer sodium,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1506,Pramlintide,Moderate
DDInter1511,Prazosin,DDInter360,Chlorothiazide,Moderate
DDInter1513,Prednisolone,DDInter360,Chlorothiazide,Moderate
DDInter1515,Prednisone,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1526,Procarbazine,Moderate
DDInter1527,Prochlorperazine,DDInter360,Chlorothiazide,Moderate
DDInter1528,Procyclidine,DDInter360,Chlorothiazide,Minor
DDInter1532,Promazine,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1533,Promethazine,Moderate
DDInter1535,Propantheline,DDInter360,Chlorothiazide,Minor
DDInter1537,Propiomazine,DDInter360,Chlorothiazide,Moderate
DDInter1539,Propranolol,DDInter360,Chlorothiazide,Moderate
DDInter360,Chlorothiazide,DDInter1155,Mepyramine,Moderate
DDInter360,Chlorothiazide,DDInter1553,Quetiapine,Moderate
DDInter360,Chlorothiazide,DDInter1554,Quinapril,Moderate
DDInter1565,Ramipril,DDInter360,Chlorothiazide,Moderate
