DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter790,Furosemide,DDInter1935,Vilazodone,Moderate
DDInter889,Hydroflumethiazide,DDInter1935,Vilazodone,Moderate
DDInter916,Indapamide,DDInter1935,Vilazodone,Moderate
DDInter1008,Ketoconazole,DDInter1935,Vilazodone,Major
DDInter1490,Polythiazide,DDInter1935,Vilazodone,Moderate
DDInter1861,Trichlormethiazide,DDInter1935,Vilazodone,Moderate
DDInter1971,Zonisamide,DDInter1935,Vilazodone,Moderate
DDInter1939,Vinorelbine,DDInter741,Flibanserin,Moderate
DDInter1939,Vinorelbine,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter1939,Vinorelbine,DDInter1008,Ketoconazole,Major
DDInter1008,Ketoconazole,DDInter1945,Vorapaxar,Major
DDInter1946,Voriconazole,DDInter86,Amphotericin B (cholesteryl sulfate),Minor
DDInter1946,Voriconazole,DDInter88,Amphotericin B (liposomal),Minor
DDInter440,Conjugated estrogens (topical),DDInter1946,Voriconazole,Moderate
DDInter1946,Voriconazole,DDInter545,Dienestrol (topical),Moderate
DDInter548,Diethylstilbestrol,DDInter1946,Voriconazole,Moderate
DDInter1946,Voriconazole,DDInter664,Ergometrine,Major
DDInter1946,Voriconazole,DDInter680,Estradiol (topical),Moderate
DDInter1946,Voriconazole,DDInter682,Estrone,Moderate
DDInter701,Etonogestrel,DDInter1946,Voriconazole,Moderate
DDInter1946,Voriconazole,DDInter731,Fesoterodine,Major
DDInter1946,Voriconazole,DDInter736,Finasteride,Moderate
DDInter1946,Voriconazole,DDInter741,Flibanserin,Major
DDInter1946,Voriconazole,DDInter1008,Ketoconazole,Moderate
DDInter1946,Voriconazole,DDInter1118,Magnesium hydroxide,Moderate
DDInter1946,Voriconazole,DDInter1389,Papaverine,Major
DDInter1530,Progesterone (topical),DDInter1946,Voriconazole,Moderate
DDInter1946,Voriconazole,DDInter1606,Ritodrine,Moderate
DDInter1946,Voriconazole,DDInter1776,Testosterone (topical),Moderate
DDInter1946,Voriconazole,DDInter1971,Zonisamide,Moderate
DDInter179,Bendroflumethiazide,DDInter1948,Vortioxetine,Moderate
DDInter188,Benzthiazide,DDInter1948,Vortioxetine,Moderate
DDInter741,Flibanserin,DDInter1948,Vortioxetine,Moderate
DDInter790,Furosemide,DDInter1948,Vortioxetine,Moderate
DDInter889,Hydroflumethiazide,DDInter1948,Vortioxetine,Moderate
DDInter916,Indapamide,DDInter1948,Vortioxetine,Moderate
DDInter1490,Polythiazide,DDInter1948,Vortioxetine,Moderate
DDInter1861,Trichlormethiazide,DDInter1948,Vortioxetine,Moderate
DDInter1971,Zonisamide,DDInter1948,Vortioxetine,Moderate
DDInter545,Dienestrol (topical),DDInter1949,Voxelotor,Moderate
DDInter664,Ergometrine,DDInter1949,Voxelotor,Moderate
DDInter680,Estradiol (topical),DDInter1949,Voxelotor,Moderate
DDInter682,Estrone,DDInter1949,Voxelotor,Moderate
DDInter701,Etonogestrel,DDInter1949,Voxelotor,Moderate
DDInter731,Fesoterodine,DDInter1949,Voxelotor,Moderate
DDInter741,Flibanserin,DDInter1949,Voxelotor,Major
DDInter1008,Ketoconazole,DDInter1949,Voxelotor,Major
DDInter1776,Testosterone (topical),DDInter1949,Voxelotor,Moderate
DDInter1971,Zonisamide,DDInter1949,Voxelotor,Moderate
DDInter1955,Zafirlukast,DDInter664,Ergometrine,Moderate
DDInter1955,Zafirlukast,DDInter731,Fesoterodine,Moderate
DDInter1955,Zafirlukast,DDInter741,Flibanserin,Moderate
DDInter1955,Zafirlukast,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter1955,Zafirlukast,DDInter1971,Zonisamide,Moderate
DDInter179,Bendroflumethiazide,DDInter1957,Zaleplon,Moderate
DDInter188,Benzthiazide,DDInter1957,Zaleplon,Moderate
DDInter1957,Zaleplon,DDInter738,Flavoxate,Moderate
DDInter1957,Zaleplon,DDInter741,Flibanserin,Moderate
DDInter790,Furosemide,DDInter1957,Zaleplon,Moderate
DDInter889,Hydroflumethiazide,DDInter1957,Zaleplon,Moderate
DDInter916,Indapamide,DDInter1957,Zaleplon,Moderate
DDInter1957,Zaleplon,DDInter1490,Polythiazide,Moderate
DDInter1957,Zaleplon,DDInter1861,Trichlormethiazide,Moderate
DDInter1971,Zonisamide,DDInter1957,Zaleplon,Moderate
DDInter416,Clotrimazole,DDInter1959,Zanubrutinib,Moderate
DDInter1008,Ketoconazole,DDInter1959,Zanubrutinib,Major
DDInter738,Flavoxate,DDInter1960,Ziconotide,Moderate
DDInter741,Flibanserin,DDInter1960,Ziconotide,Moderate
DDInter1971,Zonisamide,DDInter1960,Ziconotide,Moderate
DDInter1967,Ziprasidone,DDInter86,Amphotericin B (cholesteryl sulfate),Major
DDInter1967,Ziprasidone,DDInter88,Amphotericin B (liposomal),Major
DDInter1967,Ziprasidone,DDInter188,Benzthiazide,Major
DDInter1967,Ziprasidone,DDInter416,Clotrimazole,Minor
DDInter1967,Ziprasidone,DDInter731,Fesoterodine,Moderate
DDInter1967,Ziprasidone,DDInter738,Flavoxate,Moderate
DDInter1967,Ziprasidone,DDInter741,Flibanserin,Moderate
DDInter1967,Ziprasidone,DDInter790,Furosemide,Major
DDInter1967,Ziprasidone,DDInter889,Hydroflumethiazide,Major
DDInter1967,Ziprasidone,DDInter916,Indapamide,Major
DDInter1967,Ziprasidone,DDInter1008,Ketoconazole,Major
DDInter1967,Ziprasidone,DDInter1118,Magnesium hydroxide,Moderate
DDInter1967,Ziprasidone,DDInter1389,Papaverine,Major
DDInter1967,Ziprasidone,DDInter1490,Polythiazide,Major
DDInter1967,Ziprasidone,DDInter1606,Ritodrine,Major
DDInter1967,Ziprasidone,DDInter1861,Trichlormethiazide,Major
DDInter1967,Ziprasidone,DDInter1971,Zonisamide,Major
DDInter1968,Zoledronic acid,DDInter86,Amphotericin B (cholesteryl sulfate),Moderate
DDInter1968,Zoledronic acid,DDInter88,Amphotericin B (liposomal),Moderate
DDInter1968,Zoledronic acid,DDInter790,Furosemide,Moderate
DDInter1969,Zolmitriptan,DDInter664,Ergometrine,Major
DDInter1970,Zolpidem,DDInter179,Bendroflumethiazide,Moderate
DDInter1970,Zolpidem,DDInter188,Benzthiazide,Moderate
DDInter416,Clotrimazole,DDInter1970,Zolpidem,Moderate
DDInter1970,Zolpidem,DDInter738,Flavoxate,Moderate
DDInter1970,Zolpidem,DDInter741,Flibanserin,Moderate
DDInter1970,Zolpidem,DDInter790,Furosemide,Moderate
DDInter1970,Zolpidem,DDInter889,Hydroflumethiazide,Moderate
DDInter1970,Zolpidem,DDInter916,Indapamide,Moderate
DDInter1970,Zolpidem,DDInter1008,Ketoconazole,Moderate
DDInter1970,Zolpidem,DDInter1490,Polythiazide,Moderate
DDInter1970,Zolpidem,DDInter1861,Trichlormethiazide,Moderate
DDInter1970,Zolpidem,DDInter1971,Zonisamide,Moderate
DDInter82,Amoxapine,DDInter1971,Zonisamide,Major
DDInter90,Amprenavir,DDInter1971,Zonisamide,Moderate
DDInter149,Azatadine,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter175,Belladonna,Major
DDInter1971,Zonisamide,DDInter193,Berotralstat,Moderate
DDInter1971,Zonisamide,DDInter221,Boceprevir,Moderate
DDInter256,Butabarbital,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter1427,Pentoxyverine,Moderate
DDInter1971,Zonisamide,DDInter407,Clofedanol,Moderate
DDInter1971,Zonisamide,DDInter349,Chloral hydrate,Moderate
DDInter1971,Zonisamide,DDInter354,Chlorcyclizine,Major
DDInter1971,Zonisamide,DDInter357,Chlormezanone,Moderate
DDInter361,Chlorphenesin,DDInter1971,Zonisamide,Moderate
DDInter363,Chlorpromazine,DDInter1971,Zonisamide,Major
DDInter416,Clotrimazole,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter453,Cyclizine,Major
DDInter459,Cyproheptadine,DDInter1971,Zonisamide,Major
DDInter517,Dexbrompheniramine,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter531,Dezocine,Moderate
DDInter1971,Zonisamide,DDInter562,Dimenhydrinate,Major
DDInter1971,Zonisamide,DDInter614,Echinacea,Moderate
DDInter646,Entacapone,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter648,Entrectinib,Moderate
DDInter1971,Zonisamide,DDInter649,Enzalutamide,Moderate
DDInter1971,Zonisamide,DDInter672,Escitalopram,Moderate
DDInter1971,Zonisamide,DDInter673,Esketamine,Moderate
DDInter1971,Zonisamide,DDInter674,Eslicarbazepine,Moderate
DDInter1971,Zonisamide,DDInter677,Estazolam,Moderate
DDInter685,Eszopiclone,DDInter1971,Zonisamide,Moderate
DDInter691,Ethchlorvynol,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter703,Etravirine,Moderate
DDInter1971,Zonisamide,DDInter708,Ezogabine,Moderate
DDInter1971,Zonisamide,DDInter714,Fedratinib,Moderate
DDInter1971,Zonisamide,DDInter738,Flavoxate,Major
DDInter1971,Zonisamide,DDInter741,Flibanserin,Moderate
DDInter743,Fluconazole,DDInter1971,Zonisamide,Moderate
DDInter758,Fluoxetine,DDInter1971,Zonisamide,Moderate
DDInter760,Fluphenazine,DDInter1971,Zonisamide,Major
DDInter762,Flurazepam,DDInter1971,Zonisamide,Moderate
DDInter770,Fluvoxamine,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter778,Fosaprepitant,Moderate
DDInter1971,Zonisamide,DDInter783,Fosphenytoin,Moderate
DDInter1971,Zonisamide,DDInter785,Fostamatinib,Moderate
DDInter1971,Zonisamide,DDInter819,Ginkgo biloba,Moderate
DDInter842,Grepafloxacin,DDInter1971,Zonisamide,Moderate
DDInter843,Griseofulvin,DDInter1971,Zonisamide,Moderate
DDInter850,Halazepam,DDInter1971,Zonisamide,Moderate
DDInter853,Haloperidol,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter532,Diamorphine,Moderate
DDInter890,Hydromorphone,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter893,Hydroxychloroquine,Moderate
DDInter895,Hydroxyzine,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter905,Idelalisib,Moderate
DDInter1971,Zonisamide,DDInter907,Iloperidone,Major
DDInter909,Imatinib,DDInter1971,Zonisamide,Moderate
DDInter912,Imipramine,DDInter1971,Zonisamide,Major
DDInter917,Indinavir,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter1006,Kava,Moderate
DDInter1971,Zonisamide,DDInter1008,Ketoconazole,Moderate
DDInter1971,Zonisamide,DDInter1043,Levacetylmethadol,Major
DDInter1971,Zonisamide,DDInter1087,Lonafarnib,Moderate
DDInter1154,Meprobamate,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter1159,Mesoridazine,Major
DDInter1168,Methdilazine,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter1175,Methotrimeprazine,Major
DDInter1245,Morphine (liposomal),DDInter1971,Zonisamide,Moderate
DDInter1256,Nafcillin,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter1344,Opium,Moderate
DDInter1359,Oxazepam,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter1391,Paraldehyde,Moderate
DDInter1392,Paramethadione,DDInter1971,Zonisamide,Moderate
DDInter1432,Perphenazine,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter1441,Phenindamine,Major
DDInter1971,Zonisamide,DDInter1442,Phenobarbital,Moderate
DDInter1451,Phenylbutazone,DDInter1971,Zonisamide,Moderate
DDInter1513,Prednisolone,DDInter1971,Zonisamide,Moderate
DDInter1532,Promazine,DDInter1971,Zonisamide,Major
DDInter1537,Propiomazine,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter1665,Sibutramine,Moderate
DDInter1971,Zonisamide,DDInter1698,Somapacitan,Moderate
DDInter1971,Zonisamide,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter1708,St. John's Wort,Moderate
DDInter1971,Zonisamide,DDInter1726,Sulfinpyrazone,Moderate
DDInter1971,Zonisamide,DDInter1755,Telaprevir,Moderate
DDInter1793,Thiethylperazine,DDInter1971,Zonisamide,Major
DDInter1795,Thiopental,DDInter1971,Zonisamide,Moderate
DDInter1796,Thioridazine,DDInter1971,Zonisamide,Major
DDInter1866,Trifluoperazine,DDInter1971,Zonisamide,Major
DDInter1867,Triflupromazine,DDInter1971,Zonisamide,Major
DDInter1870,Trihexyphenidyl,DDInter1971,Zonisamide,Major
DDInter1971,Zonisamide,DDInter45,Alimemazine,Major
DDInter1878,Tripelennamine,DDInter1971,Zonisamide,Major
DDInter1881,Troglitazone,DDInter1971,Zonisamide,Moderate
DDInter1971,Zonisamide,DDInter1882,Troleandomycin,Moderate
DDInter1971,Zonisamide,DDInter1911,Valerian,Moderate
DDInter1522,Probenecid,DDInter586,Doripenem,Moderate
DDInter630,Elotuzumab,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter646,Entacapone,DDInter738,Flavoxate,Moderate
DDInter646,Entacapone,DDInter741,Flibanserin,Moderate
DDInter647,Entecavir,DDInter86,Amphotericin B (cholesteryl sulfate),Moderate
DDInter647,Entecavir,DDInter88,Amphotericin B (liposomal),Moderate
DDInter647,Entecavir,DDInter1522,Probenecid,Moderate
DDInter416,Clotrimazole,DDInter648,Entrectinib,Moderate
DDInter664,Ergometrine,DDInter648,Entrectinib,Moderate
DDInter701,Etonogestrel,DDInter648,Entrectinib,Moderate
DDInter731,Fesoterodine,DDInter648,Entrectinib,Moderate
DDInter741,Flibanserin,DDInter648,Entrectinib,Moderate
DDInter1118,Magnesium hydroxide,DDInter648,Entrectinib,Moderate
DDInter1315,Norgestrel,DDInter648,Entrectinib,Moderate
DDInter1389,Papaverine,DDInter648,Entrectinib,Major
DDInter1606,Ritodrine,DDInter648,Entrectinib,Moderate
DDInter416,Clotrimazole,DDInter649,Enzalutamide,Moderate
DDInter664,Ergometrine,DDInter649,Enzalutamide,Moderate
DDInter680,Estradiol (topical),DDInter649,Enzalutamide,Moderate
DDInter682,Estrone,DDInter649,Enzalutamide,Moderate
DDInter701,Etonogestrel,DDInter649,Enzalutamide,Moderate
DDInter731,Fesoterodine,DDInter649,Enzalutamide,Moderate
DDInter741,Flibanserin,DDInter649,Enzalutamide,Major
DDInter649,Enzalutamide,DDInter1118,Magnesium hydroxide,Moderate
DDInter649,Enzalutamide,DDInter1315,Norgestrel,Moderate
DDInter1389,Papaverine,DDInter649,Enzalutamide,Major
DDInter1530,Progesterone (topical),DDInter649,Enzalutamide,Moderate
DDInter1606,Ritodrine,DDInter649,Enzalutamide,Moderate
DDInter1724,Sulfamethoxazole,DDInter649,Enzalutamide,Minor
DDInter650,Ephedrine,DDInter80,Ammonium chloride,Minor
DDInter664,Ergometrine,DDInter650,Ephedrine,Major
DDInter1606,Ritodrine,DDInter650,Ephedrine,Moderate
DDInter650,Ephedrine,DDInter1015,Lactic acid,Moderate
DDInter1497,Potassium chloride,DDInter738,Flavoxate,Major
DDInter655,Epirubicin,DDInter741,Flibanserin,Moderate
DDInter655,Epirubicin,DDInter1389,Papaverine,Major
DDInter655,Epirubicin,DDInter1606,Ritodrine,Moderate
DDInter1721,Sulfadiazine,DDInter655,Epirubicin,Moderate
DDInter655,Epirubicin,DDInter1722,Sulfadoxine,Moderate
DDInter416,Clotrimazole,DDInter656,Eplerenone,Major
DDInter179,Bendroflumethiazide,DDInter657,Epoprostenol,Moderate
DDInter188,Benzthiazide,DDInter657,Epoprostenol,Moderate
DDInter790,Furosemide,DDInter657,Epoprostenol,Moderate
DDInter889,Hydroflumethiazide,DDInter657,Epoprostenol,Moderate
DDInter916,Indapamide,DDInter657,Epoprostenol,Moderate
DDInter1389,Papaverine,DDInter657,Epoprostenol,Moderate
DDInter657,Epoprostenol,DDInter1490,Polythiazide,Moderate
DDInter1861,Trichlormethiazide,DDInter657,Epoprostenol,Moderate
DDInter1290,Nicotine,DDInter664,Ergometrine,Moderate
DDInter664,Ergometrine,DDInter661,Erdafitinib,Moderate
DDInter1118,Magnesium hydroxide,DDInter661,Erdafitinib,Major
DDInter662,Ergocalciferol,DDInter179,Bendroflumethiazide,Moderate
DDInter662,Ergocalciferol,DDInter188,Benzthiazide,Moderate
DDInter662,Ergocalciferol,DDInter889,Hydroflumethiazide,Moderate
DDInter662,Ergocalciferol,DDInter916,Indapamide,Moderate
DDInter662,Ergocalciferol,DDInter1118,Magnesium hydroxide,Moderate
DDInter662,Ergocalciferol,DDInter1490,Polythiazide,Moderate
DDInter662,Ergocalciferol,DDInter1861,Trichlormethiazide,Moderate
DDInter416,Clotrimazole,DDInter665,Ergotamine,Moderate
DDInter665,Ergotamine,DDInter664,Ergometrine,Major
DDInter1374,Oxytetracycline,DDInter665,Ergotamine,Moderate
DDInter666,Eribulin,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter666,Eribulin,DDInter1118,Magnesium hydroxide,Moderate
DDInter1389,Papaverine,DDInter666,Eribulin,Major
DDInter1606,Ritodrine,DDInter666,Eribulin,Moderate
DDInter667,Erlotinib,DDInter741,Flibanserin,Moderate
DDInter667,Erlotinib,DDInter1118,Magnesium hydroxide,Moderate
DDInter668,Ertapenem,DDInter1522,Probenecid,Minor
DDInter179,Bendroflumethiazide,DDInter669,Ertugliflozin,Moderate
DDInter188,Benzthiazide,DDInter669,Ertugliflozin,Moderate
DDInter440,Conjugated estrogens (topical),DDInter669,Ertugliflozin,Moderate
DDInter545,Dienestrol (topical),DDInter669,Ertugliflozin,Moderate
DDInter548,Diethylstilbestrol,DDInter669,Ertugliflozin,Moderate
DDInter680,Estradiol (topical),DDInter669,Ertugliflozin,Moderate
DDInter682,Estrone,DDInter669,Ertugliflozin,Moderate
DDInter701,Etonogestrel,DDInter669,Ertugliflozin,Moderate
DDInter790,Furosemide,DDInter669,Ertugliflozin,Moderate
DDInter889,Hydroflumethiazide,DDInter669,Ertugliflozin,Moderate
DDInter916,Indapamide,DDInter669,Ertugliflozin,Moderate
DDInter1389,Papaverine,DDInter669,Ertugliflozin,Moderate
DDInter1490,Polythiazide,DDInter669,Ertugliflozin,Moderate
DDInter1530,Progesterone (topical),DDInter669,Ertugliflozin,Moderate
DDInter1606,Ritodrine,DDInter669,Ertugliflozin,Moderate
DDInter1861,Trichlormethiazide,DDInter669,Ertugliflozin,Moderate
DDInter179,Bendroflumethiazide,DDInter672,Escitalopram,Moderate
DDInter188,Benzthiazide,DDInter672,Escitalopram,Moderate
DDInter416,Clotrimazole,DDInter672,Escitalopram,Minor
DDInter672,Escitalopram,DDInter731,Fesoterodine,Moderate
DDInter738,Flavoxate,DDInter672,Escitalopram,Moderate
DDInter672,Escitalopram,DDInter741,Flibanserin,Moderate
DDInter790,Furosemide,DDInter672,Escitalopram,Moderate
DDInter889,Hydroflumethiazide,DDInter672,Escitalopram,Moderate
DDInter916,Indapamide,DDInter672,Escitalopram,Moderate
DDInter672,Escitalopram,DDInter1118,Magnesium hydroxide,Moderate
DDInter1389,Papaverine,DDInter672,Escitalopram,Major
DDInter672,Escitalopram,DDInter1490,Polythiazide,Moderate
DDInter1606,Ritodrine,DDInter672,Escitalopram,Major
DDInter1861,Trichlormethiazide,DDInter672,Escitalopram,Moderate
DDInter738,Flavoxate,DDInter673,Esketamine,Moderate
DDInter741,Flibanserin,DDInter673,Esketamine,Moderate
DDInter179,Bendroflumethiazide,DDInter674,Eslicarbazepine,Moderate
DDInter188,Benzthiazide,DDInter674,Eslicarbazepine,Moderate
DDInter664,Ergometrine,DDInter674,Eslicarbazepine,Moderate
DDInter680,Estradiol (topical),DDInter674,Eslicarbazepine,Moderate
DDInter682,Estrone,DDInter674,Eslicarbazepine,Moderate
DDInter701,Etonogestrel,DDInter674,Eslicarbazepine,Major
DDInter731,Fesoterodine,DDInter674,Eslicarbazepine,Moderate
DDInter738,Flavoxate,DDInter674,Eslicarbazepine,Moderate
DDInter741,Flibanserin,DDInter674,Eslicarbazepine,Moderate
DDInter790,Furosemide,DDInter674,Eslicarbazepine,Moderate
DDInter889,Hydroflumethiazide,DDInter674,Eslicarbazepine,Moderate
DDInter916,Indapamide,DDInter674,Eslicarbazepine,Moderate
DDInter1490,Polythiazide,DDInter674,Eslicarbazepine,Moderate
DDInter1530,Progesterone (topical),DDInter674,Eslicarbazepine,Moderate
DDInter1861,Trichlormethiazide,DDInter674,Eslicarbazepine,Moderate
DDInter675,Esmolol,DDInter664,Ergometrine,Moderate
DDInter675,Esmolol,DDInter790,Furosemide,Moderate
DDInter675,Esmolol,DDInter916,Indapamide,Moderate
DDInter675,Esmolol,DDInter1606,Ritodrine,Major
DDInter675,Esmolol,DDInter1861,Trichlormethiazide,Moderate
DDInter88,Amphotericin B (liposomal),DDInter676,Esomeprazole,Moderate
DDInter179,Bendroflumethiazide,DDInter676,Esomeprazole,Moderate
DDInter188,Benzthiazide,DDInter676,Esomeprazole,Moderate
DDInter676,Esomeprazole,DDInter741,Flibanserin,Moderate
DDInter790,Furosemide,DDInter676,Esomeprazole,Moderate
DDInter676,Esomeprazole,DDInter889,Hydroflumethiazide,Moderate
DDInter676,Esomeprazole,DDInter916,Indapamide,Moderate
DDInter676,Esomeprazole,DDInter1490,Polythiazide,Moderate
DDInter676,Esomeprazole,DDInter1861,Trichlormethiazide,Moderate
DDInter1314,Norgestimate,DDInter482,Darunavir,Moderate
DDInter1314,Norgestimate,DDInter1039,Letermovir,Moderate
DDInter1314,Norgestimate,DDInter1719,Sugammadex,Major
DDInter1314,Norgestimate,DDInter1897,Ulipristal,Moderate
DDInter738,Flavoxate,DDInter677,Estazolam,Moderate
DDInter677,Estazolam,DDInter741,Flibanserin,Moderate
DDInter677,Estazolam,DDInter1118,Magnesium hydroxide,Minor
DDInter1522,Probenecid,DDInter677,Estazolam,Minor
DDInter416,Clotrimazole,DDInter678,Esterified estrogens,Moderate
DDInter27,Adalimumab,DDInter546,Dienogest,Moderate
DDInter40,Alefacept,DDInter546,Dienogest,Moderate
DDInter94,Anakinra,DDInter546,Dienogest,Moderate
DDInter119,Armodafinil,DDInter546,Dienogest,Moderate
DDInter126,Asparaginase Erwinia chrysanthemi,DDInter546,Dienogest,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter546,Dienogest,Moderate
DDInter129,Atazanavir,DDInter546,Dienogest,Moderate
DDInter202,Bexarotene,DDInter546,Dienogest,Major
DDInter221,Boceprevir,DDInter546,Dienogest,Major
DDInter223,Bosentan,DDInter546,Dienogest,Major
DDInter546,Dienogest,DDInter233,Brigatinib,Major
DDInter239,Brivaracetam,DDInter546,Dienogest,Minor
DDInter546,Dienogest,DDInter264,Calaspargase pegol,Moderate
DDInter281,Canakinumab,DDInter546,Dienogest,Moderate
DDInter293,Carbamazepine,DDInter546,Dienogest,Major
DDInter342,Certolizumab pegol,DDInter546,Dienogest,Moderate
DDInter392,Cladribine,DDInter546,Dienogest,Moderate
DDInter419,Clozapine,DDInter546,Dienogest,Moderate
DDInter432,Colesevelam,DDInter546,Dienogest,Moderate
DDInter462,Dabrafenib,DDInter546,Dienogest,Major
DDInter633,Elvitegravir,DDInter546,Dienogest,Moderate
DDInter546,Dienogest,DDInter634,Emapalumab,Moderate
DDInter546,Dienogest,DDInter639,Enasidenib,Moderate
DDInter546,Dienogest,DDInter640,Encorafenib,Major
DDInter546,Dienogest,DDInter648,Entrectinib,Moderate
DDInter546,Dienogest,DDInter674,Eslicarbazepine,Major
DDInter687,Etanercept,DDInter546,Dienogest,Moderate
DDInter690,Ethanol,DDInter546,Dienogest,Minor
DDInter715,Felbamate,DDInter546,Dienogest,Major
DDInter741,Flibanserin,DDInter546,Dienogest,Moderate
DDInter777,Fosamprenavir,DDInter546,Dienogest,Major
DDInter783,Fosphenytoin,DDInter546,Dienogest,Major
DDInter837,Golimumab,DDInter546,Dienogest,Moderate
DDInter843,Griseofulvin,DDInter546,Dienogest,Major
DDInter546,Dienogest,DDInter849,Guselkumab,Moderate
DDInter923,Infliximab,DDInter546,Dienogest,Moderate
DDInter546,Dienogest,DDInter1003,Ixekizumab,Moderate
DDInter546,Dienogest,DDInter1038,Lesinurad,Moderate
DDInter1069,Linaclotide,DDInter546,Dienogest,Moderate
DDInter1085,Lomitapide,DDInter546,Dienogest,Moderate
DDInter1201,Metreleptin,DDInter546,Dienogest,Moderate
DDInter1222,Miltefosine,DDInter546,Dienogest,Moderate
DDInter1236,Modafinil,DDInter546,Dienogest,Moderate
DDInter1251,Mycophenolate mofetil,DDInter546,Dienogest,Major
DDInter1252,Mycophenolic acid,DDInter546,Dienogest,Major
DDInter1267,Naratriptan,DDInter546,Dienogest,Minor
DDInter546,Dienogest,DDInter1281,Neratinib,Moderate
DDInter1327,Olaparib,DDInter546,Dienogest,Moderate
DDInter1360,Oxcarbazepine,DDInter546,Dienogest,Major
DDInter1404,Pegaspargase,DDInter546,Dienogest,Moderate
DDInter1428,Perampanel,DDInter546,Dienogest,Moderate
DDInter546,Dienogest,DDInter1435,Pexidartinib,Major
DDInter1442,Phenobarbital,DDInter546,Dienogest,Major
DDInter1460,Phenytoin,DDInter546,Dienogest,Major
DDInter546,Dienogest,DDInter1480,Pitolisant,Moderate
DDInter546,Dienogest,DDInter1504,Pralsetinib,Moderate
DDInter1521,Primidone,DDInter546,Dienogest,Major
DDInter1544,Prucalopride,DDInter546,Dienogest,Moderate
DDInter1589,Rifabutin,DDInter546,Dienogest,Major
DDInter1590,Rifampicin,DDInter546,Dienogest,Major
DDInter1592,Rifapentine,DDInter546,Dienogest,Major
DDInter1594,Rilonacept,DDInter546,Dienogest,Moderate
DDInter546,Dienogest,DDInter1643,Sarilumab,Moderate
DDInter546,Dienogest,DDInter1644,Satralizumab,Moderate
DDInter1652,Secukinumab,DDInter546,Dienogest,Moderate
DDInter1668,Siltuximab,DDInter546,Dienogest,Moderate
DDInter1708,St. John's Wort,DDInter546,Dienogest,Major
DDInter1719,Sugammadex,DDInter546,Dienogest,Major
DDInter1755,Telaprevir,DDInter546,Dienogest,Major
DDInter1771,Teriflunomide,DDInter546,Dienogest,Moderate
DDInter1821,Tizanidine,DDInter546,Dienogest,Major
DDInter1824,Tocilizumab,DDInter546,Dienogest,Moderate
DDInter1897,Ulipristal,DDInter546,Dienogest,Moderate
DDInter1907,Ustekinumab,DDInter546,Dienogest,Moderate
DDInter1969,Zolmitriptan,DDInter546,Dienogest,Minor
DDInter27,Adalimumab,DDInter1314,Norgestimate,Moderate
DDInter40,Alefacept,DDInter1314,Norgestimate,Moderate
DDInter90,Amprenavir,DDInter1314,Norgestimate,Major
DDInter94,Anakinra,DDInter1314,Norgestimate,Moderate
DDInter1314,Norgestimate,DDInter119,Armodafinil,Moderate
DDInter1314,Norgestimate,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter1314,Norgestimate,Moderate
DDInter1314,Norgestimate,DDInter129,Atazanavir,Moderate
DDInter202,Bexarotene,DDInter1314,Norgestimate,Major
DDInter1314,Norgestimate,DDInter221,Boceprevir,Major
DDInter223,Bosentan,DDInter1314,Norgestimate,Major
DDInter1314,Norgestimate,DDInter233,Brigatinib,Major
DDInter1314,Norgestimate,DDInter239,Brivaracetam,Minor
DDInter1314,Norgestimate,DDInter264,Calaspargase pegol,Moderate
DDInter1314,Norgestimate,DDInter281,Canakinumab,Moderate
DDInter293,Carbamazepine,DDInter1314,Norgestimate,Major
DDInter1314,Norgestimate,DDInter342,Certolizumab pegol,Moderate
